Id,Disease
1907,Myxosarcoma
1908,Gastric Dilatation
1909,"Death, Sudden, Cardiac"
1910,Emergencies
1911,"Dermatitis, Atopic"
1912,"Goiter, Nodular"
1913,Lingual Thyroid
1914,"Asthma, Aspirin-Induced"
1915,Olivopontocerebellar Atrophies
1916,"Cardiomyopathy, Alcoholic"
1917,Infantile Apparent Life-Threatening Event
1918,Hand Deformities
1919,Hemorrhoids
1920,Central Cord Syndrome
1921,Tarsal Tunnel Syndrome
1922,Urinary Bladder Fistula
1923,"Keratoderma, Palmoplantar"
1924,Thyroid Hormone Resistance Syndrome
1925,Status Epilepticus
1926,"Parasitic Diseases, Animal"
1927,Uveitis
1928,Gerstmann Syndrome
1929,Haemonchiasis
1930,"Nystagmus, Congenital"
1931,Lathyrism
1932,Hydrophthalmos
1933,Parathyroid Diseases
1934,Erythrasma
1935,"Urea Cycle Disorders, Inborn"
1936,Menorrhagia
1937,Retrocochlear Diseases
1938,"Carcinoma, Adenosquamous"
1939,"Cell Transformation, Neoplastic"
1940,Coronary Artery Disease
1941,"Diabetes Mellitus, Experimental"
1942,Neural Tube Defects
1943,Vitamin B 12 Deficiency
1944,Adrenocortical Hyperfunction
1945,Relapsing Fever
1946,Mycobacterium avium-intracellulare Infection
1947,Lassa Fever
1948,"Cystadenoma, Mucinous"
1949,Inappropriate ADH Syndrome
1950,Cerebrospinal Fluid Rhinorrhea
1951,Urolithiasis
1952,"Skin Diseases, Vesiculobullous"
1953,"Shock, Hemorrhagic"
1954,"Leukemia, Myeloid, Chronic-Phase"
1955,Adenomatoid Tumor
1956,Dental Enamel Hypoplasia
1957,"Amnesia, Retrograde"
1958,Cholesterol Ester Storage Disease
1959,Dehydration
1960,Marijuana Abuse
1961,Zollinger-Ellison Syndrome
1962,"Edema, Cardiac"
1963,Causalgia
1964,Hyperopia
1965,Retinal Degeneration
1966,Conversion Disorder
1967,"Menopause, Premature"
1968,"Neoplasms, Complex and Mixed"
1969,Hypobetalipoproteinemias
1970,Maxillary Fractures
1971,Pycnodysostosis
1972,"Megacolon, Toxic"
1973,Alcoholic Neuropathy
1974,Iris Neoplasms
1975,"Pyruvate Metabolism, Inborn Errors"
1976,Amblyopia
1977,Sea-Blue Histiocyte Syndrome
1978,Gray Platelet Syndrome
1979,Achlorhydria
1980,Brain Concussion
1981,Bacteriuria
1982,Yellow Fever
1983,Osteopetrosis
1984,Tooth Injuries
1985,"Elliptocytosis, Hereditary"
1986,Intraoperative Complications
1987,Acalculous Cholecystitis
1988,"Cerebral Hemorrhage, Traumatic"
1989,"Nephrosis, Lipoid"
1990,Isolated Noncompaction of the Ventricular Myocardium
1991,Cardiomegaly
1992,Mesenteric Cyst
1993,Leukemia L1210
1994,"Carcinoma, Lewis Lung"
1995,Gingival Hemorrhage
1996,Impulse Control Disorders
1997,Adiposis Dolorosa
1998,Sarcoma 180
1999,Cyclothymic Disorder
2000,"Vasculitis, Central Nervous System"
2001,Emphysematous Cholecystitis
2002,X-Linked Combined Immunodeficiency Diseases
2003,Trigger Finger Disorder
2004,"Thrombocytopenia, Neonatal Alloimmune"
2005,Carbamoyl-Phosphate Synthase I Deficiency Disease
2006,Lichenoid Eruptions
2007,"Nails, Ingrown"
2008,"Keratosis, Actinic"
2009,"Adenocarcinoma, Follicular"
2010,"Hydatidiform Mole, Invasive"
2011,Hypercementosis
2012,Poliomyelitis
2013,Lymphoma
2014,Retroperitoneal Neoplasms
2015,Contracture
2016,"Schizophrenia, Childhood"
2017,"Affective Disorders, Psychotic"
2018,Community-Acquired Infections
2019,Eye Infections
2020,Measles
2021,Rinderpest
2022,Schistosomiasis japonica
2023,"Dysentery, Amebic"
2024,Babesiosis
2025,Esophageal Stenosis
2026,Intracranial Hypertension
2027,Hypocalcemia
2028,"Lipid Metabolism, Inborn Errors"
2029,Zenker Diverticulum
2030,Pelvic Organ Prolapse
2031,Chorioamnionitis
2032,Insect Bites and Stings
2033,Mucopolysaccharidosis VII
2034,Necrobiotic Disorders
2035,Iron Metabolism Disorders
2036,Nelson Syndrome
2037,Chromosome Duplication
2038,Slow Virus Diseases
2039,Accelerated Idioventricular Rhythm
2040,Primary Ovarian Insufficiency
2041,Tuberculosis
2042,Lymphadenitis
2043,Alopecia Areata
2044,Hypoglycemia
2045,Tick-Borne Diseases
2046,Exanthema Subitum
2047,Hypothalamic Neoplasms
2048,Dwarfism
2049,Oral Ulcer
2050,Cryopyrin-Associated Periodic Syndromes
2051,Fistula
2052,Asphyxia
2053,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
2054,"Rhabdomyosarcoma, Embryonal"
2055,Rupture
2056,Furunculosis
2057,Premature Birth
2058,Hyperemia
2059,"Leukemia, T-Cell"
2060,Antithrombin III Deficiency
2061,"Dermatitis, Toxicodendron"
2062,Porphyria Cutanea Tarda
2063,Vaginal Neoplasms
2064,"Steroid Metabolism, Inborn Errors"
2065,Hyperostosis
2066,Hypertension
2067,"Osteoporosis, Postmenopausal"
2068,Spinal Cord Compression
2069,Cryoglobulinemia
2070,Actinomycosis
2071,"Mycobacterium Infections, Atypical"
2072,Ecthyma
2073,Herpes Simplex
2074,Fetal Growth Retardation
2075,"Heart Rupture, Post-Infarction"
2076,"Thyroiditis, Subacute"
2077,Rib Fractures
2078,Creutzfeldt-Jakob Syndrome
2079,Penile Diseases
2080,Malignant Carcinoid Syndrome
2081,Pituitary Apoplexy
2082,Seasonal Affective Disorder
2083,Ochronosis
2084,Leukoencephalopathies
2085,Birnaviridae Infections
2086,Retinal Dysplasia
2087,Lafora Disease
2088,"Adenoma, Oxyphilic"
2089,"Sialometaplasia, Necrotizing"
2090,Chromoblastomycosis
2091,Retinal Drusen
2092,Acneiform Eruptions
2093,Joint Diseases
2094,"Metabolism, Inborn Errors"
2095,Hypokinesia
2096,"Diabetes Mellitus, Type 1"
2097,Larva Migrans
2098,Osteonecrosis
2099,Temporomandibular Joint Disorders
2100,Muscle Spasticity
2101,Myositis Ossificans
2102,Myocardial Reperfusion Injury
2103,Angioedema
2104,Sweat Gland Diseases
2105,Bovine Respiratory Disease Complex
2106,Yellow Nail Syndrome
2107,Mucopolysaccharidosis II
2108,Retinopathy of Prematurity
2109,Acrocallosal Syndrome
2110,"Cystadenocarcinoma, Papillary"
2111,Wheat Hypersensitivity
2112,Short Rib-Polydactyly Syndrome
2113,Pemphigoid Gestationis
2114,Goldenhar Syndrome
2115,Exsanguination
2116,Rhinophyma
2117,"Coproporphyria, Hereditary"
2118,Shellfish Poisoning
2119,"Nevus, Intradermal"
2120,Sleep Disorders
2121,Hyperventilation
2122,"Parkinson Disease, Postencephalitic"
2123,Fetal Diseases
2124,Borderline Personality Disorder
2125,Subacute Sclerosing Panencephalitis
2126,Thoracic Diseases
2127,Cavernous Sinus Thrombosis
2128,Liddle Syndrome
2129,Radiodermatitis
2130,"Sarcoma, Experimental"
2131,"Lung, Hyperlucent"
2132,Vaginitis
2133,Coronary Stenosis
2134,"Bronchitis, Chronic"
2135,Sickle Cell Trait
2136,Splenomegaly
2137,Skull Fractures
2138,Granular Cell Tumor
2139,Mallory-Weiss Syndrome
2140,Endarteritis
2141,Chilblains
2142,Mandibular Diseases
2143,Nocturnal Myoclonus Syndrome
2144,Nephrocalcinosis
2145,Homocystinuria
2146,Rigor Mortis
2147,Keratosis
2148,Extensively Drug-Resistant Tuberculosis
2149,Lichen Sclerosus et Atrophicus
2150,"Lipomatosis, Multiple Symmetrical"
2151,Elimination Disorders
2152,Dentin Sensitivity
2153,Leber Congenital Amaurosis
2154,Bone Diseases
2155,Cecal Neoplasms
2156,Spinal Dysraphism
2157,Vision Disorders
2158,Obsessive-Compulsive Disorder
2159,"Typhus, Endemic Flea-Borne"
2160,Penile Neoplasms
2161,Urination Disorders
2162,Heart Valve Diseases
2163,Skull Base Neoplasms
2164,Adrenogenital Syndrome
2165,Parapsoriasis
2166,Pericardial Effusion
2167,"Histiocytoma, Benign Fibrous"
2168,"Liver Cirrhosis, Experimental"
2169,"Dilatation, Pathologic"
2170,Orbital Pseudotumor
2171,"Mucinosis, Follicular"
2172,"Hyperparathyroidism, Secondary"
2173,Meningomyelocele
2174,Alexander Disease
2175,"Epilepsy, Post-Traumatic"
2176,Nocturnal Enuresis
2177,Eye Injuries
2178,Retinoschisis
2179,Adenofibroma
2180,Amaurosis Fugax
2181,Anal Gland Neoplasms
2182,Vitreous Hemorrhage
2183,Cogan Syndrome
2184,Glomus Jugulare Tumor
2185,Eosinophilic Esophagitis
2186,Heart Arrest
2187,Hepatitis A
2188,"Trypanosomiasis, African"
2189,Myosarcoma
2190,"Empyema, Subdural"
2191,"Meningitis, Haemophilus"
2192,"Meningitis, Listeria"
2193,Focal Infection
2194,"Encephalomyelitis, Eastern Equine"
2195,"Paraparesis, Tropical Spastic"
2196,Herpes Genitalis
2197,Simian Acquired Immunodeficiency Syndrome
2198,"Adenoma, Bile Duct"
2199,Hepatolenticular Degeneration
2200,Optic Neuritis
2201,Meningocele
2202,Fibroma
2203,"Neoplasms, Nerve Tissue"
2204,Phlebitis
2205,"Jaundice, Neonatal"
2206,"Epidermal Necrolysis, Toxic"
2207,Duodenal Neoplasms
2208,Paraneoplastic Endocrine Syndromes
2209,Ebstein Anomaly
2210,alpha-Thalassemia
2211,Amphetamine-Related Disorders
2212,"Epilepsy, Reflex"
2213,Rheumatic Nodule
2214,Pyloric Stenosis
2215,"Ophthalmia, Sympathetic"
2216,"Hernia, Umbilical"
2217,DiGeorge Syndrome
2218,"Leukomalacia, Periventricular"
2219,Galactosemias
2220,Gingival Hypertrophy
2221,Hemangioblastoma
2222,"Phenylketonuria, Maternal"
2223,"Ichthyosiform Erythroderma, Congenital"
2224,Vulvodynia
2225,Metatarsalgia
2226,"Conjunctivitis, Inclusion"
2227,Mental Retardation
2228,AIDS-Related Complex
2229,Temporomandibular Joint Dysfunction Syndrome
2230,Cerebral Infarction
2231,Vertebrobasilar Insufficiency
2232,Child Behavior Disorders
2233,Trichinellosis
2234,Rhabdoid Tumor
2235,Hirschsprung Disease
2236,Esophageal Diseases
2237,Kidney Papillary Necrosis
2238,Retropneumoperitoneum
2239,"Gastritis, Hypertrophic"
2240,Autoimmune Diseases of the Nervous System
2241,Tetralogy of Fallot
2242,Hypohidrosis
2243,Carotid Artery Injuries
2244,Mushroom Poisoning
2245,"Nevus, Blue"
2246,Lesch-Nyhan Syndrome
2247,Multicystic Dysplastic Kidney
2248,Wallerian Degeneration
2249,"Renal Insufficiency, Chronic"
2250,"Leukemia, Radiation-Induced"
2251,Patellar Dislocation
2252,End Stage Liver Disease
2253,Hypopigmentation
2254,Meckel Diverticulum
2255,Langer-Giedion Syndrome
2256,Neuromuscular Junction Diseases
2257,Hidradenitis Suppurativa
2258,"Hypobetalipoproteinemia, Familial, Apolipoprotein B"
2259,Postmortem Changes
2260,MELAS Syndrome
2261,Kidney Diseases
2262,Bacteremia
2263,Bartter Syndrome
2264,Ehlers-Danlos Syndrome
2265,Panic Disorder
2266,Neurasthenia
2267,"Encephalitis, California"
2268,Testicular Neoplasms
2269,Bronchiolitis Obliterans
2270,Hemoptysis
2271,Basal Ganglia Hemorrhage
2272,"Glomerulonephritis, Membranous"
2273,Primary Myelofibrosis
2274,"Carcinoma, Bronchogenic"
2275,Carotid Stenosis
2276,"Acidosis, Renal Tubular"
2277,"Pasteurellosis, Pneumonic"
2278,Spinal Injuries
2279,Epidermolysis Bullosa Acquisita
2280,Hypoplastic Left Heart Syndrome
2281,von Hippel-Lindau Disease
2282,Dental Pulp Calcification
2283,"Brain Hemorrhage, Traumatic"
2284,Delayed Graft Function
2285,Neurothekeoma
2286,"Adenoma, Basophil"
2287,Burning Mouth Syndrome
2288,"Mixed Tumor, Mesodermal"
2289,Mitochondrial Myopathies
2290,Addison Disease
2291,Hyperammonemia
2292,Mycoplasma Infections
2293,Actinobacillus Infections
2294,"Encephalomyelitis, Venezuelan Equine"
2295,Strongyloidiasis
2296,Cyclosporiasis
2297,"Neoplasms, Hormone-Dependent"
2298,Cholangitis
2299,Liver Failure
2300,"Dyskinesia, Drug-Induced"
2301,Endometriosis
2302,"Sleep Apnea, Obstructive"
2303,"Leukemia, Lymphocytic, Chronic, B-Cell"
2304,Infant Nutrition Disorders
2305,"Substance Abuse, Intravenous"
2306,"Hemangioma, Capillary"
2307,"Depression, Postpartum"
2308,Ciguatera Poisoning
2309,"ACTH Syndrome, Ectopic"
2310,Onychomycosis
2311,"Myositis, Inclusion Body"
2312,Hyperlipoproteinemia Type III
2313,"Tongue, Hairy"
2314,Trigeminal Autonomic Cephalalgias
2315,Jaw Fractures
2316,Colitis
2317,Lung Neoplasms
2318,Legionellosis
2319,Legionnaires' Disease
2320,"Vaginosis, Bacterial"
2321,"Empyema, Pleural"
2322,"Malaria, Vivax"
2323,"Lymphoma, AIDS-Related"
2324,"Carcinoma, Ehrlich Tumor"
2325,Posterior Leukoencephalopathy Syndrome
2326,Abducens Nerve Diseases
2327,Klinefelter Syndrome
2328,Albuminuria
2329,Milk Hypersensitivity
2330,Nephrotic Syndrome
2331,"Lymphoma, T-Cell, Peripheral"
2332,Pharyngeal Diseases
2333,Hyperkinesis
2334,"Abortion, Missed"
2335,Brown-Sequard Syndrome
2336,Mucopolysaccharidosis I
2337,Laryngostenosis
2338,Ainhum
2339,"Sprue, Tropical"
2340,Ethmoid Sinusitis
2341,Glycogen Storage Disease Type IIb
2342,"Carcinoma, Islet Cell"
2343,DNA Repair-Deficiency Disorders
2344,Tetanus
2345,Cytomegalovirus Infections
2346,Liver Neoplasms
2347,"Rhinitis, Allergic, Seasonal"
2348,Trigeminal Neuralgia
2349,Spasm
2350,Adjustment Disorders
2351,"Pneumonia, Bacterial"
2352,"Otitis Media, Suppurative"
2353,Caliciviridae Infections
2354,"Adenocarcinoma, Mucinous"
2355,Nose Diseases
2356,Hypolipoproteinemias
2357,Folliculitis
2358,Postoperative Nausea and Vomiting
2359,Ulcer
2360,Tremor
2361,Gangliosidoses
2362,Fetomaternal Transfusion
2363,Visna
2364,Waardenburg's Syndrome
2365,Pick Disease of the Brain
2366,Holoprosencephaly
2367,"Amino Acid Transport Disorders, Inborn"
2368,"Fibroma, Desmoplastic"
2369,Multiple Endocrine Neoplasia Type 2b
2370,Atherosclerosis
2371,Bloom Syndrome
2372,"Intestinal Diseases, Parasitic"
2373,Muscular Diseases
2374,Gastrointestinal Diseases
2375,Voice Disorders
2376,Parkinson Disease
2377,Prostatitis
2378,Atrial Flutter
2379,"Tachycardia, Supraventricular"
2380,"Endocarditis, Bacterial"
2381,Rickettsiaceae Infections
2382,HIV Seropositivity
2383,Skull Neoplasms
2384,Parkinsonian Disorders
2385,Urethritis
2386,"Regurgitation, Gastric"
2387,"Parkinson Disease, Secondary"
2388,Sensation Disorders
2389,Pyelonephritis
2390,Tick Toxicoses
2391,Intracranial Embolism
2392,Alkaptonuria
2393,Muscle Hypotonia
2394,Hepatopulmonary Syndrome
2395,Microscopic Polyangiitis
2396,Joint Instability
2397,"Hernia, Obturator"
2398,Echolalia
2399,Sleep Paralysis
2400,"Skin Diseases, Eczematous"
2401,Ornithine Carbamoyltransferase Deficiency Disease
2402,beta-Mannosidosis
2403,Post-Dural Puncture Headache
2404,Jaw Cysts
2405,Poland Syndrome
2406,Parametritis
2407,"Abortion, Habitual"
2408,"Radiation Injuries, Experimental"
2409,"Carcinoma, Hepatocellular"
2410,Meningeal Neoplasms
2411,Peptic Ulcer
2412,Carotid Artery Diseases
2413,Subarachnoid Hemorrhage
2414,Q Fever
2415,"Encephalitis, Herpes Simplex"
2416,Parvoviridae Infections
2417,Influenza in Birds
2418,Enterobiasis
2419,"Placenta, Retained"
2420,"Granuloma, Respiratory Tract"
2421,Miller Fisher Syndrome
2422,Lateral Sinus Thrombosis
2423,Renal Aminoacidurias
2424,Urinary Retention
2425,Spondylolisthesis
2426,"Myopathies, Structural, Congenital"
2427,"Sarcoma, Small Cell"
2428,Shwartzman Phenomenon
2429,Carotid Artery Thrombosis
2430,"Foramen Ovale, Patent"
2431,Angiodysplasia
2432,Fibrosis
2433,"Granuloma, Pyogenic"
2434,Exostoses
2435,Lens Diseases
2436,Rhabdoviridae Infections
2437,Medulloblastoma
2438,"Epilepsy, Frontal Lobe"
2439,Cri-du-Chat Syndrome
2440,"Helminthiasis, Animal"
2441,Multiple Endocrine Neoplasia
2442,Cerebrovascular Trauma
2443,Herpangina
2444,"Keratoderma, Palmoplantar, Diffuse"
2445,"Epidermolysis Bullosa, Junctional"
2446,"Fractures, Malunited"
2447,Miosis
2448,Irritable Bowel Syndrome
2449,Demyelinating Diseases
2450,Gitelman Syndrome
2451,Deficiency Diseases
2452,Phobic Disorders
2453,Parasitemia
2454,Encephalomyelitis
2455,Neurogenic Inflammation
2456,Pre-Eclampsia
2457,"Neoplasms, Germ Cell and Embryonal"
2458,Mediastinal Diseases
2459,Mediastinitis
2460,Mastoiditis
2461,Eclampsia
2462,Hereditary Autoinflammatory Diseases
2463,Hereditary Sensory and Motor Neuropathy
2464,Vascular Fistula
2465,Lymphangiosarcoma
2466,Heat Stress Disorders
2467,Nut Hypersensitivity
2468,Facial Nerve Injuries
2469,Fecal Impaction
2470,Chorea
2471,Cervical Intraepithelial Neoplasia
2472,Inert Gas Narcosis
2473,"Purpura, Thrombocytopenic"
2474,Encephalitozoonosis
2475,Peroxisomal Disorders
2476,Hemifacial Spasm
2477,"Abortion, Threatened"
2478,"Skin Diseases, Metabolic"
2479,Steatitis
2480,"46, XX Disorders of Sex Development"
2481,Bezoars
2482,Central Nervous System Viral Diseases
2483,Bone Cysts
2484,Urachal Cyst
2485,"Hearing Loss, Sudden"
2486,Anuria
2487,Vaginal Discharge
2488,Pancytopenia
2489,"Infant, Newborn, Diseases"
2490,Systemic Inflammatory Response Syndrome
2491,Chondroma
2492,"Acidosis, Respiratory"
2493,Meningoencephalitis
2494,Myocardial Stunning
2495,Encephalocele
2496,Motor Neuron Disease
2497,Dextrocardia
2498,Lymphatic Abnormalities
2499,Firesetting Behavior
2500,Aortopulmonary Septal Defect
2501,Tinea Favosa
2502,Hyperostosis Frontalis Interna
2503,"Hyperostosis, Sternocostoclavicular"
2504,"Brucellosis, Bovine"
2505,Hydropneumothorax
2506,Coronary-Subclavian Steal Syndrome
2507,Facial Paralysis
2508,Sepsis
2509,Esophagitis
2510,Crohn Disease
2511,Diabetic Coma
2512,Tibial Fractures
2513,Epidural Abscess
2514,Dengue Hemorrhagic Fever
2515,Protozoan Infections
2516,Thyroid Nodule
2517,Caroli Disease
2518,Neutropenia
2519,Acute Disease
2520,"Blood Loss, Surgical"
2521,Adie Syndrome
2522,Ophthalmoplegia
2523,Optic Nerve Injuries
2524,Cumulative Trauma Disorders
2525,Shock
2526,Bone Malalignment
2527,Arenaviridae Infections
2528,Hemianopsia
2529,Anodontia
2530,Persistent Hyperinsulinemia Hypoglycemia of Infancy
2531,Rhabdomyoma
2532,Adenosarcoma
2533,Muscle Neoplasms
2534,Cystinosis
2535,Bipolar Disorder
2536,Boutonneuse Fever
2537,"Elephantiasis, Filarial"
2538,Arthus Reaction
2539,"Micronuclei, Chromosome-Defective"
2540,"Fractures, Bone"
2541,"Bulbar Palsy, Progressive"
2542,Aortic Valve Prolapse
2543,Neurotoxicity Syndromes
2544,"Scleroderma, Limited"
2545,Freemartinism
2546,Opioid-Related Disorders
2547,Nijmegen Breakage Syndrome
2548,Gingival Overgrowth
2549,"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating"
2550,Dentinogenesis Imperfecta
2551,"Chondrodysplasia Punctata, Rhizomelic"
2552,Isosporiasis
2553,Intestinal Neoplasms
2554,Oligospermia
2555,"Angiomatosis, Bacillary"
2556,Ureaplasma Infections
2557,Gonorrhea
2558,Mycetoma
2559,Herpes Zoster Ophthalmicus
2560,Trypanosomiasis
2561,Bronchogenic Cyst
2562,Neuroblastoma
2563,Hydatidiform Mole
2564,"Leukoencephalitis, Acute Hemorrhagic"
2565,Torsades de Pointes
2566,"Neoplasms, Squamous Cell"
2567,"Diverticulosis, Colonic"
2568,Foot Injuries
2569,"Sleep Apnea, Central"
2570,"Diverticulosis, Esophageal"
2571,"Chondromatosis, Synovial"
2572,Perivascular Epithelioid Cell Neoplasms
2573,Angioid Streaks
2574,Thecoma
2575,Necrolytic Migratory Erythema
2576,Myxoma
2577,Leiomyoma
2578,Acrocephalosyndactylia
2579,Brain Ischemia
2580,Cushing Syndrome
2581,Brain Abscess
2582,Infectious Bovine Rhinotracheitis
2583,"Lymphoma, Primary Cutaneous Anaplastic Large Cell"
2584,Tooth Abnormalities
2585,Quadriplegia
2586,Retinal Hemorrhage
2587,Cheyne-Stokes Respiration
2588,"Lymphoma, Primary Effusion"
2589,Thrombophilia
2590,"Ectromelia, Infectious"
2591,Angiomyoma
2592,Nesidioblastosis
2593,"Hyperkeratosis, Epidermolytic"
2594,Hyperlysinemias
2595,"Pregnancy Complications, Cardiovascular"
2596,Atrial Fibrillation
2597,"Dermatitis, Photoallergic"
2598,Cryptosporidiosis
2599,Gliosarcoma
2600,Hemangioendothelioma
2601,Vulvar Neoplasms
2602,"Arthritis, Experimental"
2603,Proctocolitis
2604,Bronchitis
2605,Labyrinth Diseases
2606,Aortic Coarctation
2607,Folic Acid Deficiency
2608,"Carcinoma, Large Cell"
2609,Testicular Diseases
2610,"Aortic Aneurysm, Thoracic"
2611,Diaper Rash
2612,"Cardiomyopathy, Hypertrophic"
2613,Middle Lobe Syndrome
2614,"Hypertrophy, Right Ventricular"
2615,Keloid
2616,Bone Neoplasms
2617,Sertoli Cell Tumor
2618,Retinal Neovascularization
2619,Port-Wine Stain
2620,Complex Regional Pain Syndromes
2621,"Mouth, Edentulous"
2622,Afferent Loop Syndrome
2623,Coronaviridae Infections
2624,"Renal Tubular Transport, Inborn Errors"
2625,Oculomotor Nerve Diseases
2626,Dent Disease
2627,Endometrial Stromal Tumors
2628,Metabolic Syndrome X
2629,"Dysentery, Bacillary"
2630,"Syphilis, Latent"
2631,Prosthesis-Related Infections
2632,Urinary Tract Infections
2633,Microsporidiosis
2634,"Lymphoma, Large B-Cell, Diffuse"
2635,Prolactinoma
2636,Intestinal Volvulus
2637,Anti-Glomerular Basement Membrane Disease
2638,"Carotid Artery, Internal, Dissection"
2639,Ocular Hypotension
2640,Digestive System Neoplasms
2641,Fasciculation
2642,"Pregnancy, Ectopic"
2643,"Ventricular Dysfunction, Left"
2644,Multiple Chemical Sensitivity
2645,Erysipelothrix Infections
2646,Ganglioneuroma
2647,Ureteral Diseases
2648,Brain Stem Infarctions
2649,Klippel-Trenaunay-Weber Syndrome
2650,"Adenocarcinoma, Clear Cell"
2651,Oral Fistula
2652,"Leishmaniasis, Mucocutaneous"
2653,Factor XIII Deficiency
2654,Kallmann Syndrome
2655,"Bulbo-Spinal Atrophy, X-Linked"
2656,"Gingivitis, Necrotizing Ulcerative"
2657,Hyperpituitarism
2658,Tics
2659,Tooth Migration
2660,"Child Development Disorders, Pervasive"
2661,Bacillaceae Infections
2662,Endomyocardial Fibrosis
2663,"Neoplasms, Connective and Soft Tissue"
2664,"Decalcification, Pathologic"
2665,Iridocorneal Endothelial Syndrome
2666,Brain Diseases
2667,Hemorrhagic Fever with Renal Syndrome
2668,Adenocarcinoma
2669,Paranasal Sinus Diseases
2670,Hypesthesia
2671,Brachial Plexus Neuritis
2672,"Psychoses, Substance-Induced"
2673,Cholera
2674,"Skin Diseases, Bacterial"
2675,Liver Abscess
2676,Mucormycosis
2677,"Toxoplasmosis, Animal"
2678,Lip Neoplasms
2679,Glossitis
2680,"Leukodystrophy, Metachromatic"
2681,"Seizures, Febrile"
2682,"Heart Septal Defects, Ventricular"
2683,"Hemoglobinuria, Paroxysmal"
2684,Autistic Disorder
2685,Polyps
2686,"Mastocytosis, Systemic"
2687,"Genital Neoplasms, Male"
2688,Focal Nodular Hyperplasia
2689,Mesenteric Lymphadenitis
2690,Papilledema
2691,Neurofibromatosis 1
2692,Lymphangiectasis
2693,Serositis
2694,Lymphangiomyoma
2695,Synostosis
2696,Macroglossia
2697,Mesenchymoma
2698,Trichomonas Vaginitis
2699,Borna Disease
2700,Sarcocystosis
2701,Adams-Stokes Syndrome
2702,"Fractures, Cartilage"
2703,"Venereal Tumors, Veterinary"
2704,Pityriasis Rosea
2705,Oral Hemorrhage
2706,Hematometra
2707,Adenoma
2708,"Carcinoma, Papillary"
2709,Muscular Dystrophies
2710,Unconsciousness
2711,Amnesia
2712,Headache
2713,"Psychoses, Alcoholic"
2714,Lead Poisoning
2715,Schistosomiasis haematobia
2716,Stomach Rupture
2717,Pharyngitis
2718,Elephantiasis
2719,Precancerous Conditions
2720,Hemangioma
2721,"Lung Diseases, Obstructive"
2722,Barrett Esophagus
2723,"Urinary Incontinence, Urge"
2724,"Osteoarthropathy, Primary Hypertrophic"
2725,Dental Fistula
2726,Prader-Willi Syndrome
2727,"Solitary Fibrous Tumor, Pleural"
2728,Silo Filler's Disease
2729,Transposition of Great Vessels
2730,Choroid Neoplasms
2731,"Protoporphyria, Erythropoietic"
2732,Dacryocystitis
2733,Renal Osteodystrophy
2734,"Tachycardia, Ectopic Junctional"
2735,Marchiafava-Bignami Disease
2736,"Rubella Syndrome, Congenital"
2737,"Upper Extremity Deformities, Congenital"
2738,"Fractures, Compression"
2739,Pruritus Ani
2740,TDP-43 Proteinopathies
2741,Pneumopericardium
2742,Bardet-Biedl Syndrome
2743,Factor X Deficiency
2744,Multiple Acyl Coenzyme A Dehydrogenase Deficiency
2745,Failed Back Surgery Syndrome
2746,"Stomatitis, Denture"
2747,Colles' Fracture
2748,"Hepatitis, Animal"
2749,Depressive Disorder
2750,"Communicable Diseases, Emerging"
2751,Peritonsillar Abscess
2752,"Strongyle Infections, Equine"
2753,Strongylida Infections
2754,Lice Infestations
2755,Peripheral Nervous System Neoplasms
2756,Endometrial Neoplasms
2757,"Liver Cirrhosis, Alcoholic"
2758,Pleuropneumonia
2759,Mitral Valve Stenosis
2760,Aneurysm
2761,Pityriasis
2762,Hypoventilation
2763,Hemolytic-Uremic Syndrome
2764,Postpoliomyelitis Syndrome
2765,Short Bowel Syndrome
2766,Femur Head Necrosis
2767,"Paralysis, Obstetric"
2768,Zygomatic Fractures
2769,"Gonadal Dysgenesis, Mixed"
2770,Frasier Syndrome
2771,Cholangiocarcinoma
2772,Coagulation Protein Disorders
2773,Odontoma
2774,Ataxia Telangiectasia
2775,"Lymphoma, T-Cell, Cutaneous"
2776,Cerebellar Ataxia
2777,Epilepsy
2778,Hemophilia A
2779,Antiphospholipid Syndrome
2780,"Adenovirus Infections, Human"
2781,Herpes Zoster
2782,Hepatitis E
2783,Toxocariasis
2784,"Sarcoma, Clear Cell"
2785,Jejunal Diseases
2786,Diffuse Cerebral Sclerosis of Schilder
2787,Alcohol Amnestic Disorder
2788,Schnitzler Syndrome
2789,Congenital Hypothyroidism
2790,Circoviridae Infections
2791,Tracheomalacia
2792,"Carcinoma, Ductal"
2793,Funnel Chest
2794,Hypoaldosteronism
2795,Maxillary Sinus Neoplasms
2796,Spondylarthritis
2797,"Tooth, Impacted"
2798,Scleromyxedema
2799,Ageusia
2800,Adenomatous Polyps
2801,Korsakoff Syndrome
2802,Sexual Infantilism
2803,Transvestism
2804,Myokymia
2805,Anastomotic Leak
2806,Hemolysis
2807,"Paget's Disease, Mammary"
2808,Tricuspid Valve Prolapse
2809,Prolapse
2810,Neurogenic Bowel
2811,"Echinococcosis, Hepatic"
2812,Facial Neoplasms
2813,Oropharyngeal Neoplasms
2814,"Anemia, Aplastic"
2815,Avitaminosis
2816,Campylobacter Infections
2817,Lymphocytic Choriomeningitis
2818,Herpes Labialis
2819,"Adenoma, Pleomorphic"
